CN_Code,CAS_Number,CUS,EC_Number,UN_Number,Nomen,Name
29349990,60-92-4,0031848-9,200-492-9,,IUPAC,"adenosine 3',5'-phosphate monohydrate"
29349990,2092-65-1,0031849-0,218-249-0,,IUPAC,adenosine trisodium 5'-diphosphate trihydrate
29349990,130-49-4,0031850-3,204-990-7,,IUPAC,adenosine 2'-phosphate hemihydrate
29349990,82530-89-0,0031851-4,,,IUPAC,adenosine 2'(or 3')-phosphate
29349990,84-21-9,0031852-5,201-521-8,,IUPAC,adenosine 3'-phosphate monohydrate
29349990,4578-31-8,0031853-6,224-961-2,,IUPAC,adenosine disodium 5'-phosphate hydrate
29349990,51963-61-2,0031854-7,,,IUPAC,adenosine disodium 5'-triphosphate
29349990,56-65-5,0031855-8,200-283-2,,IUPAC,adenosine 5'-triphosphate
29349990,24639-00-7,0031933-5,,,IUPAC,2-amino-6-chloropurine riboside
29349990,2530-10-1,0031946-0,219-779-5,,IUPAC,"2,5-dimethylthiophen-3-yl methyl ketone"
29349990,64106-79-2,0031998-2,,,IUPAC,"9-[(1R,2R,3R,5S)-2,6,6-trimethylbicyclo[3.1.1]hept-3-yl]-9-borabicyclo[3.3.1]nonane"
29349990,76695-88-0,0031999-3,,,IUPAC,"9-[(1S,2S,3S,5R)-2,6,6-trimethylbicyclo[3.1.1]hept-3-yl]-9-borabicyclo[3.3.1]nonane"
29349990,767-64-6,0032027-4,212-186-2,,IUPAC,"2,1,3-benzothiadiazol-4-ylamine"
29349990,2004-07-1,0032055-8,217-905-3,,IUPAC,(-)-2-amino-6-chloropurine riboside
29349990,14068-53-2,0032108-4,237-921-4,,IUPAC,"2-amino-5-ethyl-1,3,4-thiadiazole"
29349990,85-31-4,0032144-8,201-597-2,,IUPAC,2-amino-6-mercaptopurin-9-ylriboside
29349990,4319-49-7,0032170-0,224-347-4,,IUPAC,morpholin-4-ylamine
29349990,32957-26-9,0032195-9,251-307-3,,IUPAC,"N-amino-1,3-oxazolidin-2-one sulfate"
29349990,17467-15-1,0032213-4,241-485-0,,IUPAC,"3-phenyl-1,2,4-thiadiazol-5-ylamine"
29349990,10444-89-0,0032240-7,233-930-2,,IUPAC,"2-amino-5-trifluoromethyl-1,3,4-thiadiazole"
29349990,271-58-9,0032278-1,205-980-5,,IUPAC,benzo[c]isoxazole
29349990,320-67-2,0032305-7,,,INN,azacitidine
29349990,27089-56-1,0032310-4,248-218-7,,IUPAC,"(2,3,4,5-tetrahydro)-3-thioxo-2-(β-D-ribofuranosyl)-1,2,4-triazin-5-one"
29349990,280-64-8,0032332-0,206-000-9,,IUPAC,9-borabicyclo[3.3.1]nonane
29349990,62731-43-5,0032333-1,,,IUPAC,9-borabicyclo[3.3.1]non-9-yl trifluoromethanesulfonate
29349990,271-95-4,0032355-7,205-983-1,,IUPAC,benzo[d]isoxazole
29349990,480-96-6,0032364-8,207-559-1,,IUPAC,"1-benzo-2-oxa-1,3-diazole oxide"
29349990,273-13-2,0032375-1,205-985-2,,IUPAC,"2,1,3-benzothiadiazole"
29349990,5325-20-2,0032471-0,226-197-5,,IUPAC,"4H-1,4-benzothiazin-3-one"
29349990,0-00-0,0032488-9,,,IUPAC,"D-4-(4-oxadiazolidino[3,4-d]thiolan-2-yl)butanoic acid"
29349990,33755-53-2,0032489-0,,,IUPAC,"p-nitrophenyl D-4-(4-oxadiazolidino[3,4-d]thiolan-2-yl)butanoate"
29349990,17064-47-0,0032501-9,241-125-2,,IUPAC,"2-(4-biphenylyl)-6-phenyl-1,3-benzoxazole"
29349990,852-37-9,0032502-0,212-711-5,,IUPAC,2-(biphenyl-4-yl)-5-phenyloxazole
29349990,7128-64-5,0032514-4,230-426-4,,CI,C.I. Fluorescent Brightener 184; C.I. Fluorescent Brightening Agent 184
29349990,15311-09-8,0032565-5,239-353-2,,IUPAC,"2,5-bis(4-pyridyl)-1,3,4-thiadiazole"
29349990,492-97-7,0032590-6,207-767-2,,IUPAC,"2,2'-bithiophene"
29349990,88996-22-9,0032594-0,,,IUPAC,N-ethylmorpholine—borane
29349990,4856-95-5,0032597-3,225-450-7,,IUPAC,morpholine—borane
29349990,72525-30-5,0032598-4,,,IUPAC,"1,4-oxathiane—borane"
29349990,84215-46-3,0032599-5,282-452-0,,IUPAC,N-phenylmorpholine—borane
29349990,,0032622-7,,,IUPAC,"diethyl(7,9-diamino-6-methyl-3H-phenoxazylidene)ammonium chloride"
29349990,2946-39-6,0032632-9,220-959-0,,IUPAC,8-bromoadenosine
29349990,22086-45-9,0032636-3,,,IUPAC,9-bromo-9-borabicyclo[3.3.1]nonane
29349990,7240-90-6,0032666-9,230-640-8,,IUPAC,5-bromo-4-chloro-1H-indol-3-yl β-D-galactopyranoside
29349990,62625-32-5,0032672-7,263-657-4,,IUPAC,"sodium α-(3,5-dibromo-2-methyl-4-oxo-2,5-cyclohexadienylidene)-α-(3,5-dibromo-4-hydroxyphenyl)toluenesulfonate"
29349990,6646-52-2,0032774-2,,,IUPAC,"6-(p-bromophenyl)-2,3,5,6-tetrahydroimidazo[2,1-b]thiazole oxalate"
29349990,872-31-1,0032776-4,212-821-3,,IUPAC,3-bromothiophene
29349990,4701-17-1,0032777-5,225-176-8,,IUPAC,5-bromothiophene-2-carbaldehyde
29349990,957-75-5,0032793-5,213-486-6,,IUPAC,5-bromouridine
29349990,40070-59-5,0032805-2,254-780-4,,IUPAC,"4,4'-(1,1-dioxido-3H-2,1-benzoxathiole-3,3-diyl)bis(3-bromo-2,5-dimethylphenol)"
29349990,1633-83-6,0032816-5,216-647-9,,IUPAC,1(4)-butanesultone
29349990,10513-45-8,0032877-8,234-048-0,,IUPAC,N-tert-butyl-5-methylisoxazolium perchlorate
29349990,95058-70-1,0032942-0,,,INN,nictiazem
29349990,112362-50-2,0032950-0,,,INN,dalfopristin
29349990,129336-81-8,0032952-2,,,INN,tenosiprol
29349990,108736-35-2,0032962-4,,,INN,lanreotide
29349990,69655-05-6,0032975-9,,,INN,didanosine
29349990,126294-30-2,0032981-7,,,INN,sagandipine
29349990,116289-53-3,0032984-0,,,INN,tulopafant
29349990,132338-79-5,0032987-3,,,INN,terikalant
29349990,129029-23-8,0032988-4,,,INN,ocaperidone
29349990,121288-39-9,0032992-0,,,INN,loxoribine
29349990,117523-47-4,0032996-4,,,INN,mirfentanil
29349990,77181-69-2,0033000-7,,,INN,sorivudine
29349990,89213-87-6,0033002-9,,,INN,carperitide
29349990,78967-07-4,0033004-1,,,INN,mofezolac
29349990,74711-43-6,0033006-3,,,INN,zaltoprofen
29349990,116476-13-2,0033009-6,,,INN,semotiadil
29349990,100986-85-4,0033011-0,,,INN,levofloxacin
29349990,111902-57-9,0033014-3,,,INN,temocapril
29349990,132562-26-6,0033017-6,,,INN,aprikalim
29349990,87940-60-1,0033020-1,,,INN,eprobemide
29349990,117545-11-6,0033025-6,,,INN,bimakalim
29349990,110314-48-2,0033031-4,,,INN,adozelesin
29349990,2627-69-2,0033052-9,,,INN,acadesine
29349990,112893-26-2,0033061-0,,,INN,becliconazole
29349990,3056-17-5,0033063-2,,,INN,stavudine
29349990,124423-84-3,0033069-8,,,INN,panadiplon
29349990,102908-59-8,0033076-7,,,INN,binospirone
29349990,124012-42-6,0033084-7,,,INN,galocitabine
29349990,115550-35-1,0033085-8,,,INN,marbofloxacin
29349990,109683-79-6,0033088-1,,,INN,utibaprilat
29349990,132014-21-2,0033092-7,,,INN,rilmakalim
29349990,132722-74-8,0033108-8,,,INN,pirsidomine
29349990,83086-73-1,0033274-1,,,INNM,tubulozole hydrochloride
29349990,81403-68-1,0033410-1,,,INNM,alfuzosin hydrochloride
29349990,104595-79-1,0033439-4,,,INNM,anaritide acetate
29349990,86116-60-1,0033453-2,,,INNM,azaloxan fumarate
29349990,39624-65-2,0033455-4,,,INNM,azanator maleate
29349990,91524-18-4,0033459-8,,,INNM,azumolene sodium dihydrate
29349990,80168-44-1,0033465-6,,,INNM,zinoconazole hydrochloride
29349990,17162-32-2,0033476-9,,,INNM,xanthiol dihydrochloride
29349990,24356-66-9,0033485-0,,,INNM,vidarabine monohydrate
29349990,29984-33-6,0033486-1,,,INNM,vidarabine phosphate
29349990,71002-10-3,0033487-2,,,INNM,vidarabine disodium phosphate
29349990,58167-78-5,0033501-3,,,INNM,tandamine hydrochloride
29349990,49637-08-3,0033505-7,,,INNM,nabitan hydrochloride
29349990,119784-94-0,0033531-9,,,INNM,tenidap sodium
29349990,63074-08-8,0033532-0,,,INNM,terazosin hydrochloride
29349990,70024-40-7,0033533-1,,,INNM,terazosin hydrochloride dihydrate
29349990,3122-01-8,0033540-0,,,INNM,tiazesim hydrochloride
29349990,1401405-52-4,0033552-4,,,IUPAC,9-acetamido-5H-benzo[a]phenoxazinyl-3-iminium chloride
29349990,477-80-5,0033874-9,,,INN,cinnofuradione
29349990,494-14-4,0033894-3,,,INN,chlordimorine
29349990,3795-88-8,0033908-2,,,INN,levofuraltadone
29349990,16485-05-5,0033913-9,,,INN,oxadimedine
29349990,114676-16-3,0033916-2,,,INN,dichlormezanone
29349990,6281-26-1,0033929-7,,,INN,furmethoxadone
29349990,7219-91-2,0033933-3,,,INN,thihexinol methylbromide
29349990,2622-24-4,0033947-9,,,INN,prothixene
29349990,2240-21-3,0033981-1,,,INN,thiofuradene
29349990,721-19-7,0033983-3,,,INN,methastyridone
29349990,5696-17-3,0034022-7,,,INN,epipropidine
29349990,14008-71-0,0034024-9,,,INN,xanthiol
29349990,695-53-4,0034030-7,,,INN,dimethadione
29349990,5617-26-5,0034042-1,,,INN,difencloxazine
29349990,655-05-0,0034057-8,,,INN,tozalinone
29349990,4304-40-9,0034063-6,,,INN,thenium closilate
29349990,5579-85-1,0034085-2,,,INN,bromchlorenone
29349990,13355-00-5,0034086-3,,,INN,melarsonyl potassium
29349990,702-54-5,0034088-5,,,INN,diethadione
29349990,982-24-1,0034105-9,,,INN,clopenthixol
29349990,4448-96-8,0034113-9,,,INN,solypertine
29349990,952-54-5,0034124-2,,,INN,morinamide
29349990,5585-93-3,0034145-7,,,INN,oxypendyl
29349990,556-12-7,0034151-5,,,INN,furalazine
29349990,5581-46-4,0034153-7,,,INN,molinazone
29349990,4792-18-1,0034189-9,,,INN,levoxadrol
29349990,4741-41-7,0034190-2,,,INN,dexoxadrol
29349990,6495-46-1,0034191-3,,,INN,dioxadrol
29349990,2037-95-8,0034199-1,,,INN,carsalam
29349990,748-44-7,0034208-5,,,INN,acoxatrine
29349990,15351-04-9,0034216-5,,,INN,becantone
29349990,4295-63-0,0034221-2,,,INN,meprotixol
29349990,1767-88-0,0034239-2,,,INN,desmethylmoramide
29349990,5588-29-4,0034254-1,,,INN,fenmetramide
29349990,3876-10-6,0034260-9,,,INN,clominorex
29349990,720-76-3,0034261-0,,,INN,fluminorex
29349990,1054-88-2,0034262-1,,,INN,spiroxatrine
29349990,7761-75-3,0034279-0,,,INN,furterene
29349990,14504-73-5,0034281-4,,,INN,tritoqualine
29349990,15302-16-6,0034282-5,,,INN,fenozolone
29349990,25683-71-0,0034287-0,,,INN,terizidone
29349990,2709-56-0,0034299-4,,,INN,flupentixol
29349990,15518-84-0,0034314-6,,,INN,mobecarb
29349990,5696-09-3,0034333-9,,,INN,proxazole
29349990,15301-52-7,0034334-0,,,INN,cyclexanone
29349990,15311-77-0,0034359-9,,,INN,cloxypendyl
29349990,4177-58-6,0034364-6,,,INN,clotixamide
29349990,14698-29-4,0034372-6,,,INN,oxolinic acid
29349990,893-01-6,0034397-5,,,INN,tenylidone
29349990,5118-17-2,0034399-7,,,INN,furazolium chloride
29349990,5719-88-0,0034400-3,,,INN,antienite
29349990,5169-78-8,0034426-3,,,INN,tipepidine
29349990,6649-73-6,0034431-0,,,INN,antafenite
29349990,3064-61-7,0034457-0,,,INN,sodium stibocaptate
29349990,15687-22-6,0034462-7,,,INN,folescutol
29349990,7035-04-3,0034464-9,,,INN,pyridarone
29349990,555-84-0,0034485-4,,,INN,nifuradene
29349990,1239-29-8,0034490-1,,,INN,furazabol
29349990,1614-20-6,0034491-2,,,INN,nifurprazine
29349990,5036-03-3,0034514-2,,,INN,nifurdazil
29349990,2058-52-8,0034535-7,,,INN,clotiapine
29349990,7125-73-7,0034551-7,,,INN,flumetramide
29349990,5845-26-1,0034553-9,,,INN,tiazesim
29349990,14461-91-7,0034557-3,,,INN,cyclazodone
29349990,3105-97-3,0034585-7,,,INN,hycanthone
29349990,1900-13-6,0034610-1,,,INN,nifurvidine
29349990,10072-48-7,0034635-0,,,INN,acefurtiamine
29349990,987-78-0,0034637-2,,,INN,citicoline
29349990,7696-00-6,0034646-3,,,INN,mitotenamine
29349990,804-30-8,0034651-0,,,INN,fursultiamine
29349990,7261-97-4,0034655-4,,,INN,dantrolene
29349990,17692-35-2,0034671-4,,,INN,etofuradine
29349990,17692-56-7,0034672-5,,,INN,moxicoumone
29349990,14008-66-3,0034677-0,,,INN,pinoxepin
29349990,17692-24-9,0034678-1,,,INN,bisoxatin
29349990,17692-63-6,0034685-0,,,INN,oxitefonium bromide
29349990,2949-95-3,0034691-8,,,INN,tixadil
29349990,17692-39-6,0034695-2,,,INN,fomocaine
29349990,5055-20-9,0034698-5,,,INN,nifurquinazol
29349990,7416-34-4,0034699-6,,,INN,molindone
29349990,17692-22-7,0034702-4,,,INN,metizoline
29349990,21638-36-8,0034703-5,,,INN,nifurimide
29349990,17692-71-6,0034721-7,,,INN,vanitiolide
29349990,15686-72-3,0034735-3,,,INN,tibrofan
29349990,10189-94-3,0034764-8,,,INN,bepiastine
29349990,9087-70-1,0034773-9,,,INN,aprotinin
29349990,2169-64-4,0034787-5,,,INN,azaribine
29349990,7724-76-7,0034796-6,,,INN,riboprine
29349990,13445-12-0,0034798-8,,,INN,iobutoic acid
29349990,1856-34-4,0034800-5,,,INN,clotioxone
29349990,22514-23-4,0034823-2,,,INN,fopirtoline
29349990,3363-58-4,0034831-2,,,INN,nifurfoline
29349990,3605-01-4,0034835-6,,,INN,piribedil
29349990,34161-24-5,0034841-4,,,INN,fipexide
29349990,5053-06-5,0034842-5,,,INN,fenspiride
29349990,23271-74-1,0034850-5,,,INN,fedrilate
29349990,24632-47-1,0034851-6,,,INN,nifurpipone
29349990,19395-58-5,0034852-7,,,INN,moquizone
29349990,19216-56-9,0034855-0,,,INN,prazosin
29349990,18471-20-0,0034861-8,,,INN,ditazole
29349990,3615-74-5,0034864-1,,,INN,promolate
29349990,1977-10-2,0034866-3,,,INN,loxapine
29349990,23256-30-6,0034870-9,,,INN,nifurtimox
29349990,22292-91-7,0034875-4,,,INN,naranol
29349990,19885-51-9,0034879-8,,,INN,aranotin
29349990,14785-50-3,0034896-9,,,INN,tiapirinol
29349990,7716-60-1,0034910-0,,,INN,etisazole
29349990,7361-61-7,0034911-1,,,INN,xylazine
29349990,5800-19-1,0034915-5,,,INN,metiapine
29349990,22661-76-3,0034923-5,,,INN,amoproxan
29349990,26350-39-0,0034927-9,,,INN,nifurizone
29349990,18857-59-5,0034928-0,,,INN,nifurmazole
29349990,16759-59-4,0034945-1,,,INN,benoxafos
29349990,13411-16-0,0034949-5,,,INN,nifurpirinol
29349990,20574-50-9,0034960-0,,,INN,morantel
29349990,1219-77-8,0034971-3,,,INN,bensuldazic acid
29349990,7489-66-9,0035000-5,,,INN,tipindole
29349990,28189-85-7,0035008-3,,,INN,etoxadrol
29349990,23707-33-7,0035018-5,,,INN,metrifudil
29349990,14176-49-9,0035028-7,,,INN,tiletamine
29349990,5536-17-4,0035043-6,,,INN,vidarabine
29349990,16781-39-8,0035046-9,,,INN,etasuline
29349990,21715-46-8,0035047-0,,,INN,etifoxine
29349990,27591-42-0,0035052-7,,,INN,oxazidione
29349990,23744-24-3,0035055-0,,,INN,pipoxolan
29349990,3778-73-2,0035058-3,,,INN,ifosfamide
29349990,22089-22-1,0035059-4,,,INN,trofosfamide
29349990,19388-87-5,0035072-1,,,INN,taurolidine
29349990,16562-98-4,0035098-1,,,INN,clantifen
29349990,26058-50-4,0035107-5,,,INN,dotefonium bromide
29349990,4047-34-1,0035138-2,,,INN,trantelinium bromide
29349990,26513-90-6,0035147-3,,,INN,letimide
29349990,13669-70-0,0035173-5,,,INN,nefopam
29349990,34959-30-3,0035179-1,,,INN,azaspirium chloride
29349990,10202-40-1,0035188-2,,,INN,flutizenol
29349990,40180-04-9,0035190-6,,,INN,tienilic acid
29349990,25392-50-1,0035194-0,,,INN,oxazorone
29349990,26629-87-8,0035197-3,,,INN,oxaflozane
29349990,14028-44-5,0035202-3,,,INN,amoxapine
29349990,21489-20-3,0035221-6,,,INN,talsupram
29349990,24237-54-5,0035223-8,,,INN,tinoridine
29349990,41152-17-4,0035251-2,,,INN,morforex
29349990,28810-23-3,0035253-4,,,INN,zepastine
29349990,25717-80-0,0035263-6,,,INN,molsidomine
29349990,6577-41-9,0035264-7,,,INN,oxapium iodide
29349990,37681-00-8,0035272-7,,,INN,coumazoline
29349990,39178-37-5,0035295-4,,,INN,inicarone
29349990,14176-10-4,0035301-5,,,INN,cetiedil
29349990,30840-27-8,0035303-7,,,INN,pretiadil
29349990,3780-72-1,0035308-2,,,INN,morsuximide
29349990,21512-15-2,0035316-2,,,INN,citenazone
29349990,39633-62-0,0035318-4,,,INN,aclantate
29349990,23964-58-1,0035319-5,,,INN,articaine
29349990,20229-30-5,0035332-2,,,INN,metitepine
29349990,38668-01-8,0035344-6,,,INN,taurultam
29349990,34042-85-8,0035345-7,,,INN,sudoxicam
29349990,1469-07-4,0035349-1,,,INN,damotepine
29349990,29050-11-1,0035357-1,,,INN,seclazone
29349990,35423-51-9,0035358-2,,,INN,tisocromide
29349990,53731-36-5,0035364-0,,,INN,floredil
29349990,27574-24-9,0035366-2,,,INN,tropatepine
29349990,18053-31-1,0035374-2,,,INN,fominoben
29349990,4397-91-5,0035381-1,,,INN,nicofurate
29349990,31848-01-8,0035390-2,,,INN,morclofone
29349990,33005-95-7,0035425-6,,,INN,tiaprofenic acid
29349990,54063-50-2,0035428-9,,,INN,mofloverine
29349990,31428-61-2,0035429-0,,,INN,tiamenidine
29349990,27199-40-2,0035430-3,,,INN,pifexole
29349990,18464-39-6,0035450-7,,,INN,caroxazone
29349990,42024-98-6,0035503-3,,,INN,mazaticol
29349990,35035-05-3,0035504-4,,,INN,timepidium bromide
29349990,36505-82-5,0035507-7,,,INN,prodolic acid
29349990,13448-22-1,0035511-3,,,INN,clorotepine
29349990,29218-27-7,0035516-8,,,INN,toloxatone
29349990,42399-41-7,0035520-4,,,INN,diltiazem
29349990,34552-84-6,0035522-6,,,INN,isoxicam
29349990,21440-97-1,0035529-3,,,INN,brofoxine
29349990,38373-83-0,0035531-7,,,INN,romifenone
29349990,21256-18-8,0035539-5,,,INN,oxaprozin
29349990,47420-28-0,0035559-9,,,INN,trixolane
29349990,46817-91-8,0035562-4,,,INN,viloxazine
29349990,25905-77-5,0035573-7,,,INN,minaprine
29349990,54340-66-8,0035574-8,,,INN,subendazole
29349990,28657-80-9,0035583-9,,,INN,cinoxacin
29349990,2055-44-9,0035599-7,,,INN,perisoxal
29349990,36791-04-5,0035611-6,,,INN,ribavirin
29349990,22619-35-8,0035621-8,,,INN,tioclomarol
29349990,21820-82-6,0035629-6,,,INN,fenpipalone
29349990,51527-19-6,0035631-0,,,INN,tianafac
29349990,14769-74-5,0035635-4,,,INN,dexamisole
29349990,30868-30-5,0035641-2,,,INN,pirazofurin
29349990,40828-46-4,0035647-8,,,INN,suprofen
29349990,28820-28-2,0035652-5,,,INN,naftoxate
29349990,40680-87-3,0035656-9,,,INN,piprofurol
29349990,54340-59-9,0035668-3,,,INN,quincarbate
29349990,37855-92-8,0035676-3,,,INN,azanator
29349990,34740-13-1,0035685-4,,,INN,profexalone
29349990,55837-23-5,0035686-5,,,INN,teflutixol
29349990,42408-80-0,0035690-1,,,INN,tandamine
29349990,35843-07-3,0035713-1,,,INN,morocromen
29349990,66788-41-8,0035714-2,,,INN,tinofedrine
29349990,51022-75-4,0035718-6,,,INN,cliprofen
29349990,27060-91-9,0035728-8,,,INN,flutazolam
29349990,53251-94-8,0035739-1,,,INN,pinaverium bromide
29349990,41340-25-4,0035755-1,,,INN,etodolac
29349990,55694-98-9,0035758-4,,,INN,ciclafrine
29349990,29462-18-8,0035766-4,,,INN,bentazepam
29349990,52279-59-1,0035778-8,,,INN,moxnidazole
29349990,39754-64-8,0035783-5,,,INN,tifemoxone
29349990,33665-90-6,0035800-9,,,INN,acesulfame
29349990,6646-49-7,0035814-5,,,INN,nitramisole
29349990,22013-23-6,0035837-2,,,INN,metoxepin
29349990,42110-58-7,0035860-1,,,INN,metioxate
29349990,34976-39-1,0035861-2,,,INN,tioxacin
29349990,52042-24-7,0035867-8,,,INN,diproxadol
29349990,41717-30-0,0035873-6,,,INN,befuraline
29349990,54341-02-5,0035879-2,,,INN,piflutixol
29349990,36471-39-3,0035885-0,,,INN,nuclotixene
29349990,50435-25-1,0035918-2,,,INN,nimidane
29349990,54400-59-8,0035925-1,,,INN,butamisole
29349990,29936-79-6,0035950-2,,,INN,mofoxime
29349990,56391-55-0,0035970-6,,,INN,octazamide
29349990,35067-47-1,0035971-7,,,INN,droxacin
29349990,31430-18-9,0035974-0,,,INN,nocodazole
29349990,14796-28-2,0035981-9,,,INN,clodanolene
29349990,31698-14-3,0035992-2,,,INN,ancitabine
29349990,34580-13-7,0035993-3,,,INN,ketotifen
29349990,1088-92-2,0035997-7,,,INN,nifurtoinol
29349990,57474-29-0,0036000-9,,,INN,nifuroquine
29349990,30914-89-7,0036030-5,,,INN,flumexadol
29349990,38070-41-6,0036032-7,,,INN,tiodonium chloride
29349990,37753-10-9,0036056-5,,,INN,sufosfamide
29349990,56208-01-6,0036063-4,,,INN,pifarnine
29349990,29053-27-8,0036073-6,,,INN,meseclazone
29349990,26615-21-4,0036085-0,,,INN,zotepine
29349990,57067-46-6,0036086-1,,,INN,isamoxole
29349990,39978-42-2,0036098-5,,,INN,nifurzide
29349990,51934-76-0,0036104-6,,,INN,iomorinic acid
29349990,57726-65-5,0036120-6,,,INN,nufenoxole
29349990,59840-71-0,0036133-1,,,INN,pitenodil
29349990,56119-96-1,0036146-6,,,INN,furodazole
29349990,55694-83-2,0036164-8,,,INN,pentizidone
29349990,59831-63-9,0036169-3,,,INN,doconazole
29349990,58095-31-1,0036175-1,,,INN,sulbenox
29349990,30271-85-3,0036198-8,,,INN,razinodil
29349990,52549-17-4,0036202-7,,,INN,pranoprofen
29349990,61477-97-2,0036204-9,,,INN,dazolicine
29349990,61869-08-7,0036227-6,,,INN,paroxetine
29349990,36067-73-9,0036237-8,,,INN,azepexole
29349990,33743-96-3,0036247-0,,,INN,proroxan
29349990,53910-25-1,0036249-2,,,INN,pentostatin
29349990,37967-98-9,0036262-9,,,INN,tienopramine
29349990,40198-53-6,0036275-4,,,INN,tioxaprofen
29349990,58416-00-5,0036287-8,,,INN,protiofate
29349990,52867-77-3,0036288-9,,,INN,fluzoperine
29349990,52867-74-0,0036289-0,,,INN,zoloperone
29349990,24886-52-0,0036294-7,,,INN,pipofezine
29349990,17902-23-7,0036295-8,,,INN,tegafur
29349990,60248-23-9,0036297-0,,,INN,fuprazole
29349990,63394-05-8,0036298-1,,,INN,plafibride
29349990,62380-23-8,0036299-2,,,INN,cinecromen
29349990,60175-95-3,0036316-6,,,INN,omonasteine
29349990,68685-54-1,0036318-8,,,INN,parconazole
29349990,35846-53-8,0036345-1,,,INN,maitansine
29349990,60085-78-1,0036356-4,,,INN,clopipazan
29349990,62265-68-3,0036357-5,,,INN,quinfamide
29349990,56969-22-3,0036360-0,,,INN,oxapadol
29349990,61220-69-7,0036361-1,,,INN,tiopinac
29349990,42239-60-1,0036392-8,,,INN,tilozepine
29349990,37065-29-5,0036393-9,,,INN,miloxacin
29349990,31868-18-5,0036395-1,,,INN,mexazolam
29349990,66564-16-7,0036415-8,,,INN,ciclosidomine
29349990,58765-21-2,0036418-1,,,INN,ciclotizolam
29349990,64860-67-9,0036426-1,,,INN,valperinol
29349990,40054-69-1,0036427-2,,,INN,etizolam
29349990,26513-79-1,0036434-1,,,INN,paraxazone
29349990,65899-73-2,0036435-2,,,INN,tioconazole
29349990,65847-85-0,0036440-9,,,INN,morniflumate
29349990,65277-42-1,0036446-5,,,INN,ketoconazole
29349990,66898-62-2,0036452-3,,,INN,talniflumate
29349990,52832-91-4,0036457-8,,,INN,xinomiline
29349990,66969-81-1,0036492-1,,,INN,tiodazosin
29349990,57010-31-8,0036499-8,,,INN,tiapamil
29349990,35619-65-9,0036505-9,,,INN,tritiozine
29349990,66556-74-9,0036515-1,,,INN,nabitan
29349990,41992-23-8,0036517-3,,,INN,spirogermanium
29349990,54376-91-9,0036521-9,,,INN,tipetropium bromide
29349990,51322-75-9,0036527-5,,,INN,tizanidine
29349990,53813-83-5,0036530-0,,,INN,suriclone
29349990,68367-52-2,0036532-2,,,INN,sorbinil
29349990,22293-47-6,0036539-9,,,INN,feprosidnine
29349990,64224-21-1,0036553-7,,,INN,oltipraz
29349990,70833-07-7,0036584-4,,,INN,prifuroline
29349990,57083-89-3,0036592-4,,,INN,peralopride
29349990,69815-38-9,0036617-6,,,INN,proxorphan
29349990,67915-31-5,0036619-8,,,INN,terconazole
29349990,63590-64-7,0036646-1,,,INN,terazosin
29349990,62904-71-6,0036653-0,,,INN,doxpicomine
29349990,42228-92-2,0036658-5,,,INN,acivicin
29349990,72444-63-4,0036666-5,,,INN,lodiperone
29349990,71923-34-7,0036667-6,,,INN,clodoxopone
29349990,71923-29-0,0036668-7,,,INN,fludoxopone
29349990,72467-44-8,0036669-8,,,INN,piclonidine
29349990,66934-18-7,0036670-1,,,INN,flunoxaprofen
29349990,21500-98-1,0036691-6,,,INN,tenocyclidine
29349990,72797-41-2,0036697-2,,,INN,tianeptine
29349990,3094-09-5,0036704-4,,,INN,doxifluridine
29349990,71320-77-9,0036705-5,,,INN,moclobemide
29349990,59804-37-4,0036706-6,,,INN,tenoxicam
29349990,72830-39-8,0036717-9,,,INN,oxmetidine
29349990,58712-69-9,0036721-5,,,INN,traxanox
29349990,38957-41-4,0036731-7,,,INN,emorfazone
29349990,59937-28-9,0036733-9,,,INN,malotilate
29349990,58001-44-8,0036736-2,,,INN,clavulanic acid
29349990,72324-18-6,0036765-7,,,INN,stepronin
29349990,73815-11-9,0036780-6,,,INN,cimoxatone
29349990,68020-77-9,0036790-8,,,INN,carprazidil
29349990,75949-60-9,0036793-1,,,INN,isoxaprolol
29349990,59755-82-7,0036800-3,,,INN,enolicam
29349990,75458-65-0,0036801-4,,,INN,tienocarbine
29349990,60207-31-0,0036815-0,,,INN,azaconazole
29349990,66203-94-9,0036817-2,,,INN,murocainide
29349990,66203-00-7,0036818-3,,,INN,carocainide
29349990,70384-91-7,0036838-7,,,INN,lortalamine
29349990,75706-12-6,0036842-3,,,INN,leflunomide
29349990,67489-39-8,0036844-5,,,INN,talmetacin
29349990,53736-51-9,0036867-2,,,INN,cromitrile
29349990,60929-23-9,0036868-3,,,INN,indeloxazine
29349990,76535-71-2,0036871-8,,,INN,suproclone
29349990,35943-35-2,0036874-1,,,INN,triciribine
29349990,50924-49-7,0036879-6,,,INN,mizoribine
29349990,55726-47-1,0036880-9,,,INN,enocitabine
29349990,61325-80-2,0036882-1,,,INN,flumezapine
29349990,78168-92-0,0036885-4,,,INN,filenadol
29349990,59653-74-6,0036899-0,,,INN,teroxirone
29349990,74191-85-8,0036900-6,,,INN,doxazosin
29349990,72481-99-3,0036902-8,,,INN,brocrinat
29349990,79253-92-2,0036906-2,,,INN,taziprinone
29349990,39577-19-0,0036921-1,,,INN,picumast
29349990,16985-03-8,0036932-4,,,INN,nonabine
29349990,71731-58-3,0036945-9,,,INN,tiquizium bromide
